,locus_tag,cog,essential,y-ome
1835,b1153,X,,y-ome
1836,b1174,D,True,well-annotated
1837,b1175,D,True,well-annotated
1838,b1176,D,,well-annotated
1839,b1179,S,,y-ome
1840,b1180,Q,,y-ome
1841,b1181,S,,y-ome
1842,b1185,O,,well-annotated
1843,b1186,C,,well-annotated
1844,b1188,D,,y-ome
1845,b1190,M,,well-annotated
1846,b4053,M,,well-annotated
1847,b1191,C,,y-ome
1848,b1192,M,,well-annotated
1849,b1194,N,,well-annotated
1850,b1195,R,,y-ome
1851,b1795,R,,y-ome
1852,b1197,G,,well-annotated
1853,b3080,G,,well-annotated
1854,b3519,G,,well-annotated
1855,b1198,G,,well-annotated
1856,b1702,G,,well-annotated
1857,b2416,G,,well-annotated
1858,b2169,T,,well-annotated
1859,b2415,T,,well-annotated
1860,b3206,T,,well-annotated
1861,b1199,R,,well-annotated
1862,b1200,G,,well-annotated
1863,b1201,K,,well-annotated
1864,b1202,M,,y-ome
1865,b2000,M,,well-annotated
1866,b2233,M,,y-ome
1867,b2647,M,,y-ome
1868,b1203,J,,well-annotated
1869,b1204,J,True,well-annotated
1870,b1206,P,,well-annotated
1871,b1207,F,True,well-annotated
1872,b1208,I,True,well-annotated
1873,b1209,M,True,well-annotated
1874,b1210,H,True,well-annotated
1875,b1211,J,True,well-annotated
1876,b1212,J,True,well-annotated
1877,b2330,J,,well-annotated
1878,b1213,S,,y-ome
1879,b1214,T,,y-ome
1880,b1215,M,True,well-annotated
1881,b1216,P,,well-annotated
1882,b1217,P,,y-ome
1883,b1218,P,,well-annotated
1884,b1219,P,,y-ome
1885,b3345,P,,well-annotated
1886,b1222,T,,well-annotated
1887,b2469,T,,well-annotated
1888,b1224,C,,well-annotated
1889,b1468,C,,well-annotated
1890,b1225,C,,well-annotated
1891,b1467,C,,well-annotated
1892,b1226,C,,well-annotated
1893,b1466,C,,y-ome
1894,b1227,C,,well-annotated
1895,b1465,C,,well-annotated
1896,b1232,F,,well-annotated
1897,b1233,S,,y-ome
1898,b1908,S,,y-ome
1899,b1234,R,,y-ome
1900,b1236,M,,well-annotated
1901,b2042,M,,y-ome
1902,b1237,K,,well-annotated
1903,b2669,K,,well-annotated
1904,b1238,F,,well-annotated
1905,b2453,C,,y-ome
1906,b2799,C,,well-annotated
1907,b3589,C,,well-annotated
1908,b1242,E,,y-ome
1909,b1529,E,,y-ome
1910,b3434,E,,y-ome
1911,b1243,E,,well-annotated
1912,b1294,E,,y-ome
1913,b1329,E,,well-annotated
1914,b2177,E,,y-ome
1915,b3020,E,,well-annotated
1916,b1246,E,,well-annotated
1917,b1484,E,,y-ome
1918,b3479,E,,well-annotated
1919,b3541,E,,well-annotated
1920,b1247,E,,well-annotated
1921,b1483,E,,y-ome
1922,b3540,E,,well-annotated
1923,b1248,S,,y-ome
1924,b1251,R,,y-ome
1925,b1252,M,,well-annotated
1926,b1253,I,,well-annotated
1927,b1254,D,,y-ome
1928,b1256,M,,y-ome
1929,b1257,P,,y-ome
1930,b1258,P,,y-ome
1931,b1260,E,,well-annotated
1932,b1261,E,,well-annotated
1933,b1262,E,,well-annotated
1934,b3360,E,,well-annotated
1935,b1264,E,,well-annotated
1936,b1812,E,,well-annotated
1937,b1266,R,,well-annotated
1938,b1267,J,,y-ome
1939,b3282,J,True,well-annotated
1940,b1270,H,,well-annotated
1941,b1272,O,,y-ome
1942,b1766,O,,well-annotated
1943,b1274,L,True,well-annotated
1944,b1763,L,,well-annotated
1945,b3283,L,,y-ome
1946,b1277,H,True,well-annotated
1947,b1279,S,,well-annotated
1948,b1280,M,,well-annotated
1949,b1281,F,,well-annotated
1950,b1282,J,,y-ome
1951,b1285,T,,well-annotated
1952,b1286,K,,well-annotated
1953,b1287,P,,y-ome
1954,b1753,P,,y-ome
1955,b1288,I,True,well-annotated
1956,b1289,L,,y-ome
1957,b1290,V,,well-annotated
1958,b1291,V,,well-annotated
1959,b1292,V,,well-annotated
1960,b1293,V,,well-annotated
1961,b1297,E,,well-annotated
1962,b3870,E,,well-annotated
1963,b1298,E,,well-annotated
1964,b1508,K,,well-annotated
1965,b1570,K,True,well-annotated
1966,b4390,K,,well-annotated
1967,b1302,E,,well-annotated
1968,b2662,E,,well-annotated
1969,b1303,K,,well-annotated
1970,b3261,K,,well-annotated
1971,b1304,K,,well-annotated
1972,b4182,K,,y-ome
1973,b1306,K,,well-annotated
1974,b1310,G,,y-ome
1975,b3453,G,,well-annotated
1976,b1311,G,,y-ome
1977,b3452,G,,well-annotated
1978,b4033,G,,well-annotated
1979,b1312,G,,y-ome
1980,b3451,G,,well-annotated
1981,b1314,G,,y-ome
1982,b4474,G,,well-annotated
1983,b3873,G,,y-ome
1984,b1316,G,,y-ome
1985,b1317,G,,well-annotated
1986,b1727,G,,well-annotated
1987,b2293,G,,well-annotated
1988,b2690,G,,well-annotated
1989,b3715,G,,well-annotated
1990,b1321,R,,y-ome
1991,b1322,S,,y-ome
1992,b1323,K,,well-annotated
1993,b1324,O,,well-annotated
1994,b1325,M,,well-annotated
1995,b1581,M,,y-ome
1996,b2247,M,,well-annotated
1997,b2787,M,,well-annotated
1998,b2788,M,,y-ome
1999,b4478,M,,well-annotated
2000,b1326,M,,well-annotated
2001,b1335,L,,well-annotated
2002,b2213,L,,well-annotated
2003,b1336,H,,well-annotated
2004,b1337,R,,well-annotated
2005,b1338,R,,well-annotated
2006,b1340,L,,y-ome
2007,b2331,L,,y-ome
2008,b1342,P,,well-annotated
2009,b3816,P,,well-annotated
2010,b1349,L,,well-annotated
2011,b1359,S,,y-ome
2012,b1360,L,,y-ome
2013,b4361,L,True,well-annotated
2014,b1363,P,,well-annotated
2015,b3849,P,,well-annotated
2016,b1378,C,,well-annotated
2017,b2281,C,,well-annotated
2018,b2488,C,,well-annotated
2019,b2720,C,,well-annotated
2020,b4529,R,,y-ome
2021,b1793,R,,y-ome
2022,b1379,O,,y-ome
2023,b1380,C,,well-annotated
2024,b3553,C,,well-annotated
2025,b1383,S,,y-ome
2026,b1386,Q,,well-annotated
2027,b1388,Q,,well-annotated
2028,b1390,Q,,well-annotated
2029,b1389,Q,,y-ome
2030,b1395,I,,well-annotated
2031,b1397,I,,well-annotated
2032,b2224,I,,well-annotated
2033,b2342,I,,well-annotated
2034,b2844,I,,well-annotated
2035,b3845,I,,well-annotated
2036,b1398,H,,well-annotated
2037,b1399,K,,well-annotated
2038,b1408,I,,y-ome
2039,b1758,I,,y-ome
2040,b1912,I,True,well-annotated
2041,b1409,R,,y-ome
2042,b1410,I,,y-ome
2043,b3825,I,,well-annotated
2044,b1412,C,,well-annotated
2045,b1421,N,,well-annotated
2046,b1885,N,,well-annotated
2047,b1886,N,,well-annotated
2048,b3072,N,,well-annotated
2049,b4355,N,,well-annotated
2050,b1423,R,,y-ome
2051,b1426,S,,y-ome
2052,b1429,V,,well-annotated
2053,b1430,Q,,well-annotated
2054,b1871,Q,,well-annotated
2055,b1432,X,,well-annotated
2056,b1433,Q,,y-ome
2057,b1435,O,,y-ome
2058,b2081,O,,y-ome
2059,b3158,O,,y-ome
2060,b3159,O,True,y-ome
2061,b1438,V,,well-annotated
2062,b1439,K,,y-ome
2063,b4340,K,,y-ome
2064,b1447,S,,y-ome
2065,b1448,E,,well-annotated
2066,b3441,E,,well-annotated
2067,b1449,Q,,well-annotated
2068,b1450,K,,well-annotated
2069,b1540,K,,well-annotated
2070,b2664,K,,well-annotated
2071,b4357,K,,y-ome
2072,b1451,P,,y-ome
2073,b4291,P,,well-annotated
2074,b1452,R,,y-ome
2075,b1461,Q,,well-annotated
2076,b1463,Q,,well-annotated
2077,b1464,R,,y-ome
2078,b1473,G,,well-annotated
2079,b1533,G,,well-annotated
2080,b1959,G,,y-ome
2081,b3184,G,,y-ome
2082,b3660,G,,y-ome
2083,b3827,G,,well-annotated
2084,b3943,G,,y-ome
2085,b4210,G,,y-ome
2086,b2283,R,,well-annotated
2087,b4079,R,,well-annotated
2088,b1476,C,,well-annotated
2089,b3892,C,,well-annotated
2090,b1479,C,,well-annotated
2091,b2463,C,,well-annotated
2092,b1482,V,,well-annotated
2093,b1488,M,,well-annotated
2094,b1493,E,,well-annotated
2095,b3517,E,,well-annotated
2096,b1494,R,,y-ome
2097,b3527,R,,y-ome
2098,b1496,R,,y-ome
2099,b1497,O,,y-ome
2100,b3674,O,,y-ome
2101,b3800,O,,y-ome
2102,b1498,P,,y-ome
2103,b3678,P,,y-ome
2104,b3801,P,,well-annotated
2105,b1507,T,,well-annotated
2106,b4385,T,,y-ome
2107,b1511,G,,well-annotated
2108,b2776,G,,y-ome
2109,b2803,G,,well-annotated
2110,b3564,G,,well-annotated
2111,b3580,G,,well-annotated
2112,b3904,G,,well-annotated
2113,b1512,K,,well-annotated
2114,b4295,K,,y-ome
2115,b1513,G,,well-annotated
2116,b1900,G,,well-annotated
2117,b2149,G,,well-annotated
2118,b2547,G,,y-ome
2119,b3567,G,,well-annotated
2120,b3749,G,,well-annotated
2121,b4087,G,,well-annotated
2122,b4485,G,,y-ome
2123,b1514,G,,well-annotated
2124,b1515,G,,well-annotated
2125,b4460,G,,well-annotated
2126,b2546,G,,y-ome
2127,b3750,G,,well-annotated
2128,b4086,G,,well-annotated
2129,b4230,G,,y-ome
2130,b4231,G,,y-ome
2131,b1517,G,,well-annotated
2132,b2097,G,,well-annotated
2133,b1518,C,,well-annotated
2134,b3029,C,,y-ome
2135,b1519,C,,well-annotated
2136,b1520,P,,y-ome
2137,b1521,G,,well-annotated
2138,b1542,G,,y-ome
2139,b2172,G,,y-ome
2140,b3600,G,,well-annotated
2141,b4323,G,,well-annotated
2142,b1531,K,,well-annotated
2143,b1536,S,,y-ome
2144,b3024,S,,y-ome
2145,b1537,H,,y-ome
2146,b2249,H,,y-ome
2147,b2700,H,,well-annotated
2148,b1538,E,,well-annotated
2149,b3498,E,,well-annotated
2150,b1539,C,,well-annotated
2151,b1563,V,,well-annotated
2152,b1582,R,,y-ome
2153,b1598,E,,y-ome
2154,b1601,R,,well-annotated
2155,b1688,R,,y-ome
2156,b2493,R,,y-ome
2157,b3474,R,,y-ome
2158,b1602,C,,well-annotated
2159,b1603,C,,well-annotated
2160,b1607,S,,y-ome
2161,b1611,C,,well-annotated
2162,b1612,C,,well-annotated
2163,b3062,C,,well-annotated
2164,b4122,C,,well-annotated
2165,b3061,C,,well-annotated
2166,b1613,G,,well-annotated
2167,b1614,S,,y-ome
2168,b3861,S,,y-ome
2169,b1622,E,,well-annotated
2170,b1623,F,,well-annotated
2171,b1627,C,,well-annotated
2172,b1628,C,,y-ome
2173,b1629,C,,y-ome
2174,b1630,C,,y-ome
2175,b1631,C,,y-ome
2176,b1632,C,,well-annotated
2177,b1633,L,,well-annotated
2178,b1636,H,,well-annotated
2179,b2418,H,,well-annotated
2180,b1637,J,True,well-annotated
2181,b1638,H,,well-annotated
2182,b1639,M,,well-annotated
2183,b1640,M,,well-annotated
2184,b1641,M,,well-annotated
2185,b2505,M,,y-ome
2186,b1644,V,,y-ome
2187,b2368,V,,y-ome
2188,b2685,V,,well-annotated
2189,b3241,V,,well-annotated
2190,b3586,V,,y-ome
2191,b3597,V,,y-ome
2192,b4082,V,,well-annotated
2193,b1646,P,,well-annotated
2194,b1647,R,,y-ome
2195,b1648,R,,y-ome
2196,b1650,C,,well-annotated
2197,b3081,C,,well-annotated
2198,b1653,L,,y-ome
2199,b1654,O,,well-annotated
2200,b1656,P,,well-annotated
2201,b3908,P,,well-annotated
2202,b1661,I,,well-annotated
2203,b1662,H,True,well-annotated
2204,b1663,V,,well-annotated
2205,b1985,V,,well-annotated
2206,b4044,V,,y-ome
2207,b1668,R,,y-ome
2208,b1670,P,,y-ome
2209,b1673,C,,y-ome
2210,b1676,G,,well-annotated
2211,b1854,G,,well-annotated
2212,b1677,M,,well-annotated
2213,b3014,M,,y-ome
2214,b1679,O,,well-annotated
2215,b2811,O,,well-annotated
2216,b1680,E,,well-annotated
2217,b2810,E,,well-annotated
2218,b1681,O,,well-annotated
2219,b1683,O,,well-annotated
2220,b1682,O,,well-annotated
2221,b2133,C,,well-annotated
2222,b4463,C,,y-ome
2223,b4468,C,,y-ome
2224,b2979,C,,y-ome
2225,b1692,E,,well-annotated
2226,b3281,E,,well-annotated
2227,b1693,E,,well-annotated
2228,b1694,I,,y-ome
2229,b1703,T,,well-annotated
2230,b1705,H,,y-ome
2231,b1706,S,,y-ome
2232,b1709,H,,well-annotated
2233,b1710,V,,well-annotated
2234,b1711,H,,well-annotated
2235,b1713,J,True,well-annotated
2236,b2114,J,True,well-annotated
2237,b3074,J,,y-ome
2238,b1714,J,True,well-annotated
2239,b1716,J,True,well-annotated
2240,b1717,J,,well-annotated
2241,b1718,J,True,well-annotated
2242,b1719,J,True,well-annotated
2243,b1722,M,,y-ome
2244,b1723,G,,well-annotated
2245,b2168,G,,well-annotated
2246,b1725,G,,y-ome
2247,b1729,E,,well-annotated
2248,b1732,P,,well-annotated
2249,b1733,S,,well-annotated
2250,b1734,G,,well-annotated
2251,b4119,G,,well-annotated
2252,b4118,L,,well-annotated
2253,b1736,G,,well-annotated
2254,b1737,G,,well-annotated
2255,b1738,G,,well-annotated
2256,b1739,M,,y-ome
2257,b2617,M,,well-annotated
2258,b1740,H,True,well-annotated
2259,b1741,L,,well-annotated
2260,b1913,L,,well-annotated
2261,b1742,T,,y-ome
2262,b1743,O,,well-annotated
2263,b4484,O,,well-annotated
2264,b4002,O,,well-annotated
2265,b1744,E,,well-annotated
2266,b1745,E,,well-annotated
2267,b1747,E,,well-annotated
2268,b1748,E,,well-annotated
2269,b3073,E,,well-annotated
2270,b3359,E,,well-annotated
2271,b1749,L,,well-annotated
2272,b1750,S,,y-ome
2273,b1752,S,,y-ome
2274,b1754,R,,y-ome
2275,b1755,R,,y-ome
2276,b1756,R,,y-ome
2277,b1757,P,,well-annotated
2278,b2521,P,,well-annotated
2279,b1761,E,,well-annotated
2280,b1764,E,,well-annotated
2281,b1767,J,,well-annotated
2282,b2957,J,,well-annotated
2283,b1773,G,,y-ome
2284,b2096,G,,well-annotated
2285,b2925,G,True,well-annotated
2286,b3137,G,,well-annotated
2287,b1777,S,,y-ome
2288,b1778,O,,well-annotated
2289,b1779,G,True,well-annotated
2290,b2927,G,,well-annotated
2291,b1780,G,,y-ome
2292,b1782,M,,well-annotated
2293,b3584,M,,y-ome
2294,b1783,T,,well-annotated
2295,b1784,R,,y-ome
2296,b1789,S,,y-ome
2297,b1792,S,,y-ome
2298,b2709,T,,well-annotated
2299,b2731,T,,well-annotated
2300,b1797,S,,y-ome
2301,b1802,P,,well-annotated
2302,b2538,P,,well-annotated
2303,b1804,J,,well-annotated
2304,b1806,M,,y-ome
2305,b3506,M,,well-annotated
2306,b1807,J,True,well-annotated
2307,b1811,S,,y-ome
2308,b1814,E,,well-annotated
2309,b2797,E,,well-annotated
2310,b4471,E,,well-annotated
2311,b1816,P,,y-ome
2312,b2832,P,,y-ome
2313,b3088,P,,y-ome
2314,b2063,R,,y-ome
2315,b4218,R,,y-ome
2316,b3133,G,,excluded
2317,b3138,G,,excluded
2318,b1818,G,,well-annotated
2319,b3139,G,,excluded
2320,b1819,G,,well-annotated
2321,b3140,G,,excluded
2322,b1820,S,,y-ome
2323,b1821,P,,well-annotated
2324,b1830,O,,well-annotated
2325,b1831,T,,well-annotated
2326,b1832,V,,well-annotated
2327,b1835,J,,well-annotated
2328,b1840,P,,y-ome
2329,b1841,P,,y-ome
2330,b1845,E,,well-annotated
2331,b1846,S,,y-ome
2332,b1848,L,,y-ome
2333,b1849,F,,well-annotated
2334,b1850,G,,well-annotated
2335,b4477,G,,well-annotated
2336,b1852,G,,well-annotated
2337,b1853,K,,well-annotated
2338,b2427,K,,well-annotated
2339,b2561,K,,y-ome
2340,b4089,K,,well-annotated
2341,b1857,P,,well-annotated
2342,b1858,P,,well-annotated
2343,b1859,P,,well-annotated
2344,b1860,L,,well-annotated
2345,b1861,L,,well-annotated
2346,b1863,L,,well-annotated
2347,b1864,K,,y-ome
2348,b1983,K,,y-ome
2349,b1866,J,True,well-annotated
2350,b1868,S,,y-ome
2351,b1869,S,,y-ome
2352,b1874,P,,y-ome
2353,b1875,R,,y-ome
2354,b1876,J,True,well-annotated
2355,b1877,S,,y-ome
2356,b1879,N,,well-annotated
2357,b1880,N,,well-annotated
2358,b1881,N,,well-annotated
2359,b1883,N,,well-annotated
2360,b1884,N,,well-annotated
2361,b1887,N,,well-annotated
2362,b1889,N,,well-annotated
2363,b1890,N,,well-annotated
2364,b1896,G,,well-annotated
2365,b1897,G,,well-annotated
2366,b1902,P,,y-ome
2367,b1905,P,,well-annotated
2368,b1907,E,,well-annotated
2369,b2796,E,,well-annotated
2370,b2845,E,,y-ome
2371,b3110,E,,y-ome
2372,b3116,E,,well-annotated
2373,b3161,E,,well-annotated
2374,b3539,E,,y-ome
2375,b3709,E,True,well-annotated
2376,b1919,E,,well-annotated
2377,b1922,K,,well-annotated
2378,b1924,N,,well-annotated
2379,b1925,N,,y-ome
2380,b1929,R,,y-ome
2381,b2013,R,,y-ome
2382,b1930,O,,y-ome
2383,b2012,O,,y-ome
2384,b3470,O,,well-annotated
2385,b1931,O,,y-ome
2386,b1937,N,,well-annotated
2387,b1938,N,,well-annotated
2388,b1939,N,,well-annotated
2389,b1940,N,,well-annotated
2390,b1941,N,,well-annotated
2391,b1942,N,,well-annotated
2392,b1943,N,,y-ome
2393,b1944,N,,well-annotated
2394,b1945,N,,well-annotated
2395,b1946,N,,well-annotated
2396,b1947,N,,well-annotated
2397,b1948,N,,well-annotated
2398,b1949,N,,well-annotated
2399,b1950,N,,well-annotated
2400,b1955,G,,y-ome
2401,b1957,S,,y-ome
2402,b1958,S,,y-ome
2403,b1960,L,,well-annotated
2404,b1961,L,,well-annotated
2405,b1962,J,,y-ome
2406,b1970,F,,well-annotated
2407,b1971,C,,well-annotated
2408,b1972,C,,well-annotated
2409,b1973,P,,well-annotated
2410,b1976,T,,well-annotated
2411,b1991,H,,well-annotated
2412,b1992,H,,well-annotated
2413,b1993,H,,well-annotated
2414,b2007,S,,y-ome
2415,b2009,L,,well-annotated
2416,b3023,L,,well-annotated
2417,b2011,L,,well-annotated
2418,b4539,V,,well-annotated
2419,b2019,E,,well-annotated
2420,b2020,E,,well-annotated
2421,b2021,E,,well-annotated
2422,b2023,E,,well-annotated
2423,b2024,E,,well-annotated
2424,b2025,E,,well-annotated
2425,b2026,E,,well-annotated
2426,b2028,M,,well-annotated
2427,b2029,G,,well-annotated
2428,b2032,M,,y-ome
2429,b2044,M,,y-ome
2430,b2057,M,,y-ome
2431,b3628,M,,well-annotated
2432,b3631,M,,well-annotated
2433,b2036,M,,well-annotated
2434,b2037,M,,well-annotated
2435,b2046,M,,y-ome
2436,b2983,M,,y-ome
2437,b3792,M,,well-annotated
2438,b2038,M,,well-annotated
2439,b2039,M,,well-annotated
2440,b3789,M,,well-annotated
2441,b2040,M,,well-annotated
2442,b2041,M,,well-annotated
2443,b3788,M,,well-annotated
2444,b2045,M,,y-ome
2445,b2047,M,,well-annotated
2446,b2048,G,,well-annotated
2447,b3176,G,,well-annotated
2448,b2049,G,,well-annotated
2449,b2053,M,,well-annotated
2450,b2055,G,,y-ome
2451,b3615,G,,well-annotated
2452,b2058,E,,y-ome
2453,b3607,E,,well-annotated
2454,b2059,M,,y-ome
2455,b2254,M,,well-annotated
2456,b2351,M,,y-ome
2457,b2064,M,,y-ome
2458,b3524,M,,y-ome
2459,b2065,F,,well-annotated
2460,b2066,F,,well-annotated
2461,b2068,L,,well-annotated
2462,b2070,R,,y-ome
2463,b2071,S,,y-ome
2464,b2073,S,,y-ome
2465,b2080,S,,y-ome
2466,b2086,I,,well-annotated
2467,b2093,G,,well-annotated
2468,b4194,G,,well-annotated
2469,b4565,G,,y-ome
2470,b2095,G,,well-annotated
2471,b3132,G,,well-annotated
2472,b2099,O,,y-ome
2473,b2102,M,,y-ome
2474,b2103,H,,well-annotated
2475,b2104,H,,well-annotated
2476,b2106,P,,well-annotated
2477,b2107,P,,well-annotated
2478,b2119,R,,y-ome
2479,b3746,R,,well-annotated
2480,b2121,S,,y-ome
2481,b2123,S,,y-ome
2482,b2124,S,,y-ome
2483,b2125,K,,well-annotated
2484,b2381,K,,well-annotated
2485,b2126,T,,well-annotated
2486,b2380,T,,well-annotated
2487,b2128,E,,well-annotated
2488,b2130,E,,well-annotated
2489,b2129,E,,well-annotated
2490,b2131,M,,well-annotated
2491,b2140,J,,well-annotated
2492,b3260,J,,well-annotated
2493,b4049,J,,well-annotated
2494,b2141,R,,y-ome
2495,b2142,M,,y-ome
2496,b2143,F,,well-annotated
2497,b2144,M,,y-ome
2498,b3086,M,,y-ome
2499,b2146,E,,well-annotated
2500,b2468,E,,y-ome
2501,b2878,E,,y-ome
2502,b2887,E,,y-ome
2503,b3213,E,,well-annotated
2504,b2148,G,,well-annotated
2505,b2152,S,,y-ome
2506,b2153,H,True,well-annotated
2507,b2158,S,,y-ome
2508,b2159,L,,well-annotated
2509,b2161,F,,y-ome
2510,b2164,F,,y-ome
2511,b2393,F,,well-annotated
2512,b2165,F,,well-annotated
2513,b3599,G,,well-annotated
2514,b2171,J,,y-ome
2515,b4147,J,,well-annotated
2516,b2173,R,,well-annotated
2517,b4352,R,,well-annotated
2518,b2178,Q,,y-ome
2519,b2179,Q,,y-ome
2520,b2184,K,,y-ome
2521,b2185,J,,well-annotated
2522,b2186,S,,y-ome
2523,b2187,S,,y-ome
2524,b2188,M,True,y-ome
2525,b2194,C,,well-annotated
2526,b4075,C,,y-ome
2527,b4076,C,,y-ome
2528,b2195,O,,well-annotated
2529,b2196,C,,well-annotated
2530,b4074,C,,y-ome
2531,b2197,C,,well-annotated
2532,b2198,U,,well-annotated
2533,b2199,O,,well-annotated
2534,b2200,O,,well-annotated
2535,b2201,O,,well-annotated
2536,b2203,C,,well-annotated
2537,b2205,C,,well-annotated
2538,b2208,C,,y-ome
2539,b2562,C,,y-ome
2540,b2207,O,,well-annotated
2541,b2209,O,,well-annotated
2542,b2210,G,,well-annotated
2543,b2660,G,,well-annotated
2544,b2211,P,,well-annotated
2545,b2212,L,,well-annotated
2546,b2214,H,,well-annotated
2547,b3026,T,,well-annotated
2548,b4112,T,,well-annotated
2549,b2219,T,,well-annotated
2550,b3869,T,,well-annotated
2551,b2220,T,,well-annotated
2552,b2554,T,,well-annotated
2553,b3868,T,,well-annotated
2554,b4004,T,,well-annotated
2555,b2221,I,,y-ome
2556,b2222,I,,well-annotated
2557,b2223,I,,y-ome
2558,b2225,S,,y-ome
2559,b2226,S,,y-ome
2560,b2229,S,,y-ome
2561,b2230,S,,y-ome
2562,b2231,L,True,well-annotated
2563,b3019,L,,well-annotated
2564,b2234,F,True,well-annotated
2565,b2675,F,,well-annotated
2566,b2235,F,True,well-annotated
2567,b2676,F,,well-annotated
2568,b2239,I,,well-annotated
2569,b3449,I,,well-annotated
2570,b2241,C,,well-annotated
2571,b3426,C,,well-annotated
2572,b2242,E,,well-annotated
2573,b2245,G,,well-annotated
2574,b3126,G,,well-annotated
2575,b2253,M,,well-annotated
2576,b3791,M,,well-annotated
2577,b3288,J,True,well-annotated
2578,b2257,M,,well-annotated
2579,b2261,H,,well-annotated
2580,b2262,H,,well-annotated
2581,b2264,H,,well-annotated
2582,b2266,J,,y-ome
2583,b2672,J,,y-ome
2584,b3098,J,,y-ome
2585,b2267,R,,y-ome
2586,b2268,J,,well-annotated
2587,b2269,O,,well-annotated
2588,b2270,R,,y-ome
2589,b2271,O,,y-ome
2590,b2753,O,,well-annotated
2591,b2276,C,,well-annotated
2592,b2277,C,,well-annotated
2593,b2278,C,,well-annotated
2594,b2484,C,,well-annotated
2595,b2279,C,,well-annotated
2596,b2280,C,,well-annotated
2597,b2282,C,,well-annotated
2598,b2284,C,,well-annotated
2599,b2285,C,,well-annotated
2600,b2286,C,,well-annotated
2601,b2287,C,,well-annotated
2602,b2288,C,,well-annotated
2603,b2291,F,,well-annotated
2604,b2361,F,,well-annotated
2605,b2294,S,,y-ome
2606,b2295,S,,y-ome
2607,b2296,C,,well-annotated
2608,b3115,C,,well-annotated
2609,b2297,C,,well-annotated
2610,b2458,C,,well-annotated
2611,b2298,R,,y-ome
2612,b2299,I,,y-ome
2613,b2889,I,,well-annotated
2614,b2300,R,,well-annotated
2615,b2303,H,,well-annotated
2616,b3058,H,,well-annotated
2617,b2304,R,,y-ome
2618,b2306,E,,well-annotated
2619,b2311,H,,well-annotated
2620,b2312,F,,well-annotated
2621,b2313,S,,y-ome
2622,b2314,D,,well-annotated
2623,b2315,H,True,well-annotated
2624,b2316,I,True,well-annotated
2625,b2318,J,,well-annotated
2626,b2319,E,,y-ome
2627,b3433,E,True,well-annotated
2628,b2326,J,,well-annotated
2629,b2327,S,,y-ome
2630,b2328,M,,well-annotated
2631,b2329,E,,well-annotated
2632,b2340,T,,well-annotated
2633,b2343,S,,y-ome
2634,b3922,S,,y-ome
2635,b2344,I,,well-annotated
2636,b2346,M,,y-ome
2637,b2350,I,,well-annotated
2638,b2360,S,,y-ome
2639,b4501,K,,well-annotated
2640,b2624,K,,y-ome
2641,b2365,G,,well-annotated
2642,b2740,G,,y-ome
2643,b3415,G,,well-annotated
2644,b4476,G,,well-annotated
2645,b4265,G,,well-annotated
2646,b4296,G,,y-ome
2647,b4321,G,,well-annotated
2648,b2366,E,,well-annotated
2649,b2372,R,,y-ome
2650,b2384,E,,well-annotated
2651,b3898,E,,y-ome
2652,b4305,E,,y-ome
2653,b2385,E,,well-annotated
2654,b2908,E,,well-annotated
2655,b3847,E,,well-annotated
2656,b2388,G,,well-annotated
2657,b2392,P,,well-annotated
2658,b2407,F,,well-annotated
2659,b2410,R,,y-ome
2660,b4546,S,,y-ome
2661,b2411,L,True,well-annotated
2662,b3647,L,,well-annotated
2663,b2412,D,True,well-annotated
2664,b2413,E,,well-annotated
2665,b2414,E,,well-annotated
2666,b2421,E,,well-annotated
2667,b2420,K,,y-ome
2668,b2422,P,,well-annotated
2669,b2423,P,,well-annotated
2670,b2424,P,,well-annotated
2671,b2425,P,,well-annotated
2672,b2428,M,,well-annotated
2673,b2434,J,,y-ome
2674,b3459,J,,well-annotated
2675,b3550,J,,y-ome
2676,b3790,J,,well-annotated
2677,b4012,J,,y-ome
2678,b4093,J,,well-annotated
2679,b4256,J,,y-ome
2680,b4373,J,,well-annotated
2681,b2435,M,,well-annotated
2682,b2817,M,,well-annotated
2683,b4169,M,,well-annotated
2684,b2436,H,,well-annotated
2685,b2438,Q,,y-ome
2686,b2457,Q,,y-ome
2687,b2439,E,,y-ome
2688,b2440,E,,well-annotated
2689,b2441,E,,well-annotated
2690,b2451,E,,well-annotated
2691,b2452,E,,y-ome
2692,b2454,E,,y-ome
2693,b2456,Q,,y-ome
2694,b2459,E,,y-ome
2695,b2460,E,,y-ome
2696,b2461,E,,y-ome
2697,b2462,E,,y-ome
2698,b2465,G,,well-annotated
2699,b2935,G,,well-annotated
2700,b2481,C,,well-annotated
2701,b2713,C,,y-ome
2702,b2724,C,,well-annotated
2703,b2886,C,,y-ome
2704,b3573,C,,y-ome
2705,b2471,P,,y-ome
2706,b2495,P,,y-ome
2707,b3503,P,,well-annotated
2708,b2473,R,,well-annotated
2709,b2474,J,,well-annotated
2710,b2475,R,,y-ome
2711,b2476,F,,well-annotated
2712,b2477,S,,well-annotated
2713,b2479,E,,well-annotated
2714,b2480,O,,well-annotated
2715,b2482,C,,well-annotated
2716,b2486,C,,well-annotated
2717,b2723,C,,well-annotated
2718,b2483,C,,well-annotated
2719,b2722,C,,well-annotated
2720,b2485,C,,well-annotated
2721,b2487,C,,well-annotated
2722,b2721,C,,well-annotated
