,gene_name,synonyms,gene_product,COG,regulator,uniprot,left,right,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM,median_log_tpm,mad_log_tpm,pct10_log_tpm,pct25_log_tpm,max_log_tpm,min_log_tpm,mean_log_tpm,skew,range_log_tpm,max_to_median,min_to_median,low,in_complex
b2620,smpB,smpB;smqB,SsrA-binding protein,"Translation, ribosomal structure and biogenesis",,P0A832,2754896,2755378,+,False,False,False,False,True,True,False,False,True,330.5,545.0,True,True,8.791609878000001,8.113391077661062,0.3953641038284919,False,8.113391077661062,0.26666943466106297,7.4576954924,7.828653481517511,9.468745369,6.42081309,8.078703927041191,-0.4614496133902841,3.0479322790000003,1.355354291338939,-1.6925779876610614,False,False
b2622,intA,intA;intX;slpA,CP4-57 prophage%3B integrase,"Replication, recombination and repair","ppGpp,AlpA",P32053,2756159,2757400,+,False,False,False,False,False,False,False,False,False,,,False,True,6.3469442525,6.193949858,0.5577944704416002,False,6.202688399,0.3628031949999997,,,7.731825883,4.015834327,6.068480667105825,-0.6965849702324403,3.7159915559999996,1.5291374839999996,-2.186854072,False,False
b2623,yfjH,yfjH,CP4-57 prophage%3B protein YfjH,No COG annotation,YeiE,P52123,2757644,2758600,-,False,False,False,False,False,False,False,True,False,,,False,True,3.675086983,3.829088904,0.9679852800959988,False,3.860822698,0.6344789720000001,,,7.724328306092045,1.467286964,3.828912257223891,0.30816583880035986,6.2570413420920445,3.8635056080920447,-2.3935357340000003,False,False
b2624,alpA,alpA;alp,CP4-57 prophage%3B DNA-binding transcriptional activator AlpA,Transcription,,P33997,2758644,2758856,+,False,False,False,False,False,False,False,True,False,,,False,False,2.8891378867815325,2.3510515996596792,0.7180795225666848,False,2.365712161988887,0.4759768143910299,,,4.502684804530466,0.0,2.288085541472507,-0.5973481442166775,4.502684804530466,2.1369726425415787,-2.365712161988887,False,False
b2625,yfjI,yfjI,CP4-57 prophage%3B protein YfjI,Function unknown,Nac,P52124,2758985,2760394,+,False,False,False,False,False,False,False,True,False,,,False,True,1.4254274225,1.3380992390000002,0.4348810385892003,True,1.356466539,0.28252641861042305,,,5.5479321995609165,0.0,1.3909963133860763,1.461118011892034,5.5479321995609165,4.191465660560917,-1.356466539,True,False
b2626,yfjJ,yfjJ,CP4-57 prophage%3B protein YfjJ,Function unknown,,P52125,2760547,2761173,+,False,False,False,False,False,False,False,True,False,,,False,True,0.5504524675,1.499558226,0.6755672877618001,True,1.514886815,0.44120601699999984,,,4.9969181529578,0.0,1.5287469349543326,0.46879407299694387,4.9969181529578,3.4820313379578,-1.514886815,True,False
b2627,abpB,yfjK,CP4-57 prophage%3B putative helicase YfjK,"Replication, recombination and repair",,P52126,2761351,2763540,-,False,False,False,False,False,False,False,True,False,,,False,True,5.396415306,4.96005534,0.5664956244863996,False,4.986892108,0.37178513599999974,,,6.933286887471692,2.650957709,4.9778608806458555,-0.26836371151841726,4.282329178471692,1.9463947794716923,-2.335934399,False,True
b2628,abpA,yfjL,CP4-57 prophage%3B anti-bacteriophage protein,Function unknown,Nac,P52127,2763537,2765153,-,False,False,False,False,False,False,False,True,False,,,False,True,5.704206588000001,5.561262983,0.4561991141861987,False,5.572110167999999,0.29741403600000105,,,7.219164497,3.835150563,5.5999678916926365,0.07820301703051187,3.3840139340000004,1.6470543290000013,-1.7369596049999991,False,True
b2629,yfjM,yfjM,CP4-57 prophage%3B protein YfjM,"Intracellular trafficking, secretion, and vesicular transport",,P52128,2765513,2765776,-,False,False,False,False,False,False,False,True,False,,,False,True,2.5018428695,2.385809416,0.6985808528579998,False,2.40818256,0.4568166220000003,,,5.161364234,0.0,2.3663816195604017,-0.41135988836050263,5.161364234,2.7531816739999995,-2.40818256,False,False
b2630,rnlA,rnlA;std;yfjN,CP4-57 prophage%3B RNase LS%2C toxin of the RnlAB toxin-antitoxin system,Function unknown,"RpoD,RpoH,IscR",P52129,2765918,2766991,+,False,False,False,False,False,False,False,False,False,,,False,True,6.810153506000001,7.171754024,0.5709534908425239,True,7.187581209,0.36922983399999953,,,8.748017581000001,5.620675653999999,7.205484363421166,0.0793108325547117,3.1273419270000016,1.5604363720000007,-1.5669055550000008,False,True
b2631,rnlB,rnlB;yfjO,CP4-57 prophage%3B antitoxin RnlB,Function unknown,"RpoD,RpoE,IscR,Nac",P52130,2766984,2767355,+,False,False,False,False,False,False,False,False,False,,,False,True,6.3775836465,6.4736976783855305,0.6352637902971866,False,6.490617839,0.4120957460000003,,,9.27701480299168,4.503350743,6.498185094610868,0.3612609569432534,4.773664059991679,2.78639696399168,-1.9872670959999992,False,True
b2632,yfjP,yfjP,CP4-57 prophage%3B putative GTP-binding protein YfjP,Function unknown,YdhB,P52131,2767710,2768573,+,False,False,False,False,False,False,False,True,False,,,False,True,2.376929125,2.561301825,0.6443949615222003,False,2.578550747,0.4192715469999997,,,4.3291637110000005,0.505009454,2.579708314835108,-0.041998084316625314,3.8241542570000004,1.7506129640000005,-2.073541293,False,True
b2633,yfjQ,yfjQ,CP4-57 prophage%3B protein YfjQ,Function unknown,,P52132,2768665,2769486,+,False,False,False,False,False,False,False,True,False,,,False,True,1.2129301755,1.28793518,0.5353877898642001,False,1.304608765,0.348963652,,,4.072286161,0.0,1.3196999033949581,0.3549727361193974,4.072286161,2.767677396,-1.304608765,True,True
b2634,yfjR,yfjR,CP4-57 prophage%3B putative DNA-binding transcriptional regulator,Transcription,,P52133,2769703,2770404,+,False,False,False,False,False,False,False,True,False,,,False,True,0.953789015,1.058361034,0.5426411108789999,False,1.082733393,0.352355266,,,4.15724483,0.0,1.1129281468024448,0.5766300300534437,4.15724483,3.074511437,-1.082733393,True,True
b2635,ypjK,ypjK,CP4-57 prophage%3B uncharacterized protein YpjK,No COG annotation,,P52134,2770445,2770681,+,False,False,False,False,False,False,False,True,False,,,False,True,0.3850522395,0.957649371,0.8531202672761998,False,0.977385247,0.54476685,,,4.120329529,0.0,0.9841026729311474,0.3144711648248867,4.120329529,3.142944282,-0.977385247,True,False
b2636,yfjS,yfjS,CP4-57 prophage%3B inner membrane lipoprotein YfjS,Transcription,,O52982,2770681,2771124,+,False,False,False,False,False,False,False,True,False,,,False,True,1.477486985,1.85366788,0.6002115230075998,False,1.868229739,0.39549296199999984,,,3.956914895,0.0,1.8256184801259783,-0.5020555227298724,3.956914895,2.0886851560000004,-1.868229739,True,True
b2637,yfjT,yfjT,CP4-57 prophage%3B uncharacterized protein YfjT,No COG annotation,,P52135,2771148,2771615,+,False,False,False,False,False,False,False,True,False,,,False,True,2.5733943675,2.637271234,0.5790940728426,False,2.653798492,0.37868987500000006,,,4.46173055,0.0,2.5865857140465396,-0.5425229303407364,4.46173055,1.8079320580000005,-2.653798492,False,True
b2638,yfjU,yfjU,CP4-57 prophage%3B ArsC family protein YfjU,Inorganic ion transport and metabolism,,UPI000016814F,2771840,2772154,-,False,False,False,False,False,False,True,False,False,,,False,True,4.143901204,3.971613244,0.9044749767564008,True,4.015292093999999,0.5976711960000003,,,8.112063857999999,0.0,4.037426840330508,0.1814560908313997,8.112063857999999,4.096771764,-4.015292093999999,False,False
b2641,yfjV,,CP4-57 prophage%3B putative arsenite transporter%2C N-terminal fragment,No COG annotation,RpoH,,2772167,2773182,-,False,False,False,False,False,False,True,False,False,,,False,True,3.5539283690000003,3.779562367,0.5376288302028002,False,3.796855369,0.344362249,,,5.545621700000001,1.203044422,3.726938007487529,-0.5501023816255711,4.342577278,1.7487663310000006,-2.593810947,False,False
b2642,yfjW,yfjW,CP4-57 prophage%3B uncharacterized protein YfjW,No COG annotation,ppGpp,P52138,2773318,2775021,+,False,False,False,False,False,False,False,True,False,,,False,True,4.5859164885,3.618334986,1.4929592242026004,True,3.683544448,0.9743928290000001,,,7.894206192355245,0.261137708,3.636765841604356,0.16466452315660396,7.633068484355245,4.210661744355245,-3.42240674,False,False
b2643,yfjX,yfjX,CP4-57 prophage%3B putative antirestriction protein,Function unknown,,P52139,2775919,2776377,+,False,False,False,False,False,False,False,True,False,,,False,True,0.0,0.0,0.0,True,0.0,0.0,,,3.499090381,0.0,0.21764550574890884,3.976971629669286,3.499090381,3.499090381,0.0,True,True
b2644,yfjY,yfjY,CP4-57 prophage%3B RadC-like JAB domain-containing protein YfjY,Amino acid transport and metabolism,,P52140,2776386,2776868,+,False,False,False,False,False,False,False,True,False,,,False,True,0.6762391900578112,0.6038002657923698,0.5002141158740646,False,0.6240138305223104,0.3324542490074534,,,3.630204509465668,0.0,0.673939111229809,1.031026115476419,3.630204509465668,3.0061906789433577,-0.6240138305223104,True,True
b2645,yfjZ,yfjZ,CP4-57 prophage%3B putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,,P52141,2777115,2777432,+,False,False,False,False,False,False,False,True,False,,,False,True,0.6817381325,0.820745437,0.6212871416136,True,0.8432545427954499,0.40200144820454997,,,3.326187937,0.0,0.8482040926054112,0.49931495540472615,3.326187937,2.48293339420455,-0.8432545427954499,True,True
b2646,ypjF,ypjF,CP4-57 prophage%3B toxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,,Q46953,2777453,2777782,+,False,False,False,False,False,False,False,True,False,,,False,True,2.298495838,2.05062316,0.7005103277718004,True,2.07226065,0.4620589179999999,,,4.084376974,0.0,2.034772334767208,-0.29921976380758275,4.084376974,2.0121163240000004,-2.07226065,False,True
b2647,ypjA,ypjA,adhesin-like autotransporter YpjA,Cell wall/membrane/envelope biogenesis,"YcjW,GlaR",P52143,2778146,2782726,-,False,False,False,False,False,False,False,True,False,,,False,True,2.9524163815,3.035842187,0.8364931677311999,False,3.052944172,0.5405582607110895,,,5.571765597000001,1.069302733,2.971780570924226,0.05775402878937766,4.502462864000001,2.5188214250000005,-1.9836414390000001,False,False
b2648,pinH,pinH,putative invertase fragment,"Replication, recombination and repair",,,2783065,2783304,-,False,False,False,False,False,False,True,False,False,,,False,False,0.3813129725,0.913745457,0.8337444910829998,False,0.942168529,0.5339298829999998,,,4.419180145629002,0.0,0.9356806971538262,0.6924034717958616,4.419180145629002,3.477011616629002,-0.942168529,True,False
b2649,ypjB,,DUF5508 domain-containing protein YpjB,No COG annotation,,UPI000013BDF6,2783638,2784429,-,False,False,False,False,False,False,False,True,False,,,False,True,1.337873981,1.231880314,0.838172587561889,True,1.257717771,0.548511413,,,5.000794923984786,0.0,1.3149046922845096,0.5294797921229518,5.000794923984786,3.743077152984786,-1.257717771,True,False
b2650,ypjC,ypjC,DUF5507 domain-containing protein YpjC,No COG annotation,gcvB,UPI000013BDF7,2784529,2785011,-,False,False,False,False,False,False,True,False,False,,,False,True,0.512751457,0.399280643,0.5919734813117999,True,0.420091876,0.420091876,,,5.597515728166812,0.0,0.560949050290761,2.8848461228162843,5.597515728166812,5.177423852166812,-0.420091876,True,False
b2659,csiD,glaH;csiD;gab;ygaT,PF08943 family protein CsiD,Energy production and conversion,"RpoS,H-NS,Crp,Lrp,GlaR,Nac,ArcA,ppGpp",P76621,2788985,2789962,+,False,False,False,False,False,False,False,False,False,148.5,,True,True,5.251347798499999,4.363866583,1.961915669574,True,4.418832031,1.3092232039999998,,,11.84479985,0.318289228,4.4652956066995495,0.5643940807578647,11.526510622,7.425967818999999,-4.100542803,False,False
b2660,lhgO,lhgD;lhgO;ygaF,L-2-hydroxyglutarate oxidase,Energy production and conversion,"YidZ,RpoS,H-NS,Crp,Lrp,GlaR,ppGpp",P37339,2789982,2791250,+,False,False,True,False,True,False,False,False,False,11.0,,True,True,5.2663696025,4.428211424,2.011508381601601,True,4.428211424,1.3567438160000007,2.07707342,3.0382248455000003,10.39194152,0.19710429,4.433311496712509,0.19945553745595807,10.19483723,5.963730096,-4.231107133999999,False,False
b2661,gabD,gabD,NADP(+)-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",P25526,2791273,2792721,+,False,False,True,True,True,True,False,False,True,1139.0,206.0,True,True,5.8198221105000005,5.517425515,1.776261895656781,True,5.517425515,1.198072235030879,3.0331020666,4.104856436940109,10.35219363,0.502360492,5.341592423770517,-0.10233642537745449,9.849833138000001,4.834768115,-5.015065023,False,True
b2662,gabT,gabT,4-aminobutyrate aminotransferase GabT,Amino acid transport and metabolism,"RpoD,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",P22256,2792735,2794015,+,False,False,True,True,True,True,False,False,True,1174.5,248.0,True,True,5.975233789499999,5.515083541575252,1.881748624063668,True,5.515083541575252,1.269222058588741,3.1082568784,4.134588338,10.82203458,0.233492751,5.440729190629375,-0.003288172488897796,10.588541829,5.3069510384247485,-5.281590790575252,False,True
b2663,gabP,gabP,4-aminobutyrate:H(+) symporter,Amino acid transport and metabolism,"RpoD,YddM,RpoS,H-NS,Nac,Crp,Lrp,GlaR,ppGpp",P25527,2794253,2795653,+,False,False,True,True,True,True,False,False,False,,,False,True,3.9895003105,3.641440944,1.6356632177675998,True,3.641440944,1.103239726,1.6265154880000001,2.471568448,9.103971083,0.0,3.6141737307143416,0.32050738569497006,9.103971083,5.462530138999999,-3.641440944,False,True
b2664,csiR,glaR;csiR;gabC;ygaE,DNA-binding transcriptional repressor CsiR,Transcription,,P37338,2795674,2796336,+,False,False,False,False,False,True,False,False,False,,,False,True,4.8810192400000005,4.978606131,0.6822836629475999,True,4.997302535,0.44006619099999966,,,8.558037221000001,1.91238558,4.911958994633996,0.45834804068808255,6.645651641000001,3.560734686000001,-3.084916955,False,False
b2665,kbp,kbp;ygaU;yzzM,K(+) binding protein,Function unknown,"RpoS,CpxR,ppGpp",P0ADE6,2796337,2796786,-,False,False,False,False,False,True,False,False,True,3874.5,254.0,True,True,9.029402423,8.364615047760923,1.7342302215478549,True,8.446684347,1.1269825229999997,,,12.314167246076556,2.807592748,8.180906133392437,-0.2880360935213087,9.506574498076557,3.867482899076556,-5.639091599,False,True
b2666,yqaE,yqaE,Pmp3 family protein,Function unknown,"cyaR,CpxR,ppGpp",P0AE42,2796870,2797028,-,False,False,False,False,False,True,False,True,False,,,False,True,6.586402588,6.715112877,1.1621630674500003,True,6.751931846790457,0.756474167209543,,,10.43255869,2.740137312,6.752087720112332,-0.06807550052999851,7.692421378000001,3.6806268432095433,-4.011794534790457,False,True
b2667,ygaV,ygaV,putative DNA-binding transcriptional regulator YgaV,Transcription,"YgaV,Nac",P77295,2797211,2797510,+,False,False,False,False,False,True,False,True,False,,,False,True,4.283958976,4.0213729122735575,0.4990143689850237,False,4.037685533,0.3229505010224325,,,7.207175029,0.0,4.008939163214565,-0.7293561631454587,7.207175029,3.1694894959999997,-4.037685533,False,True
b2668,ygaP,ygaP,thiosulfate sulfurtransferase YgaP,Inorganic ion transport and metabolism,Nac,P55734,2797520,2798044,+,False,False,True,False,False,True,False,False,False,459.0,,True,True,4.523203125,4.65624244,0.4916157572406345,False,4.674053452,0.31451787647204466,,,6.941900753,3.040435789,4.653709974684064,-0.0035727973223867887,3.9014649639999996,2.2678473009999998,-1.6336176629999999,False,True
b2669,stpA,stpA;hnsB,DNA-binding transcriptional repressor StpA with RNA chaperone activity,Transcription,"RpoD,StpA,Lrp,H-NS,ArgR",P0ACG1,2798091,2798495,-,False,False,False,False,False,True,False,False,True,2954.0,1037.0,True,True,9.98419378,8.288841245,2.5225858992053984,True,8.329455649,1.6127189150000003,,,11.53437108,0.456050219,7.794936588545909,-0.7816672373816709,11.078320861,3.204915431,-7.87340543,False,True
b2670,alaE,alaE;ygaW,L-alanine exporter,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Lrp,GlaR",P64550,2799164,2799613,+,False,False,True,False,False,True,False,False,False,,,False,True,0.939966597,2.9519922480000003,2.252386033057039,True,3.067468135,1.5250299210000002,,,13.22627144,0.0,3.8249688837146976,0.841793871027874,13.22627144,10.158803305,-3.067468135,False,False
b2671,ygaC,ygaC,protein YgaC,Function unknown,"Fur,Nac",P0AD53,2799650,2799994,-,False,False,False,False,False,True,False,True,False,,,False,True,4.932829713,4.874452072,0.9453060016637987,True,4.902736054747832,0.6172948612521685,,,9.080395453,1.559635149,4.955817950190068,0.4982494085331212,7.5207603039999995,4.1776593982521675,-3.343100905747832,False,False
b2672,ygaM,ygaM,DUF883 domain-containing protein YgaM,Function unknown,"ppGpp,Nac",P0ADQ7,2800146,2800475,+,False,False,False,False,False,True,False,True,False,722.0,,True,True,8.978816167000002,7.86910055255246,1.9594231616651208,True,7.934895328663818,1.2873739273361826,,,12.15532848,0.0,7.57790504118889,-0.8139867179728739,12.15532848,4.220433151336182,-7.934895328663818,False,False
b2673,nrdH,nrdH;ygaN,glutaredoxin-like protein,"Post-translational modification, protein turnover,and chaperones","RpoD,YedW,Fur,IscR,ppGpp,NrdR",P0AC65,2800723,2800968,+,False,False,False,False,False,True,False,False,False,,,False,True,6.3841544645,5.929362458,2.380030478468999,True,6.053845737532695,1.5817486935326954,,,12.23911499,0.0,6.121074223433974,0.06573123290259632,12.23911499,6.185269252467304,-6.053845737532695,False,True
b2674,nrdI,nrdI;ygaO,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,Nucleotide transport and metabolism,"RpoD,YidZ,Fur,IscR,ppGpp,NrdR",P0A772,2800965,2801375,+,False,False,False,False,False,True,False,False,False,,,False,True,6.251345445,5.513240144,2.0722081175502,True,5.571210576,1.3409646400398323,,,11.62262289,0.0,5.780699846095711,0.13592081662271085,11.62262289,6.051412314,-5.571210576,False,True
b2675,nrdE,nrdE,ribonucleoside-diphosphate reductase 2 subunit alpha,Nucleotide transport and metabolism,"RpoD,Fur,IscR,ppGpp,NrdR",P39452,2801348,2803492,+,False,False,True,True,True,True,False,False,False,10.5,,True,True,5.605688982,4.881499861,1.8776940872886,True,4.881499861,1.2664873110000001,2.637233827234027,3.7947982155,10.25200566,0.0,5.0726988217009295,0.266752182527847,10.25200566,5.370505799,-4.881499861,False,True
b2676,nrdF,nrdF;ygaD,ribonucleoside-diphosphate reductase 2 subunit beta,Nucleotide transport and metabolism,"RpoD,Fur,IscR,ppGpp,NrdR",P37146,2803502,2804461,+,False,False,True,True,True,True,False,False,False,29.5,,True,True,5.079752881999999,4.575433817,1.7649179566578006,True,4.575433817,1.1904208530000004,2.7424910848,3.504742009,9.560745118,0.0,4.810318228216066,0.45175982268659093,9.560745118,4.985311300999999,-4.575433817,False,True
b2677,proV,proV,glycine betaine ABC transporter ATP binding subunit ProV,Inorganic ion transport and metabolism,"RpoD,YbiH,RpoS,ppGpp,IHF,H-NS",P14175,2804815,2806017,+,False,False,True,True,True,True,False,False,False,5.0,,True,True,6.017519664,5.727992073999999,1.5779334068652016,True,5.727992073999999,1.064301502000001,3.1391483554,4.510981929,12.668154600556608,0.5512905810000001,5.776386071842805,0.7906024626111963,12.116864019556608,6.940162526556609,-5.1767014929999995,False,True
b2678,proW,proW,glycine betaine ABC transporter membrane subunit ProW,Inorganic ion transport and metabolism,"RpoD,RpoS,ppGpp,IHF,H-NS",P14176,2806010,2807074,+,False,False,True,True,True,True,False,False,False,8.0,,True,True,5.548194560000001,4.806605158,1.3949388539142,True,4.806605158,0.940873367,2.785284444409694,3.7974589255,12.363688,0.795456253,4.928583448417588,1.1117146341115653,11.568231747,7.557082842,-4.011148905,False,True
b2679,proX,proX;proU,glycine betaine ABC transporter periplasmic binding protein ProX,Amino acid transport and metabolism,"RpoD,RpoS,ppGpp,IHF,H-NS",P0AFM2,2807132,2808124,+,False,False,True,True,True,True,False,False,True,282.5,117.0,True,True,6.2516676935,5.393394284,1.619780480053724,True,5.393394284,1.0925269661768002,3.4223708918,4.3354372685,12.929962387157676,1.516717623,5.690614530193418,1.104082030744092,11.413244764157676,7.536568103157676,-3.8766766610000003,False,True
b2681,ygaY,ygaY,putative transporter YgaY%2C N-terminal fragment,Amino acid transport and metabolism,,,2808316,2809493,+,False,False,False,False,True,True,True,False,False,,,False,True,1.6763080755000002,2.324440072,1.076804507394,True,2.324440072,0.72629469,1.2863424196,1.7089784915,8.249556120686174,0.1790550604079334,2.7213616094892528,1.130518911936526,8.070501060278241,5.925116048686174,-2.1453850115920665,False,False
b2682,ygaZ,ygaZ,L-valine exporter subunit YgaZ,Amino acid transport and metabolism,Nac,P76630,2809617,2810354,+,False,False,True,True,True,True,False,False,False,,,False,True,7.423282153500001,6.826342084,0.6397576170426004,False,6.826342084,0.43151060100000027,5.8215409741999995,6.3236477425,8.660530227826222,2.747510002,6.724472377237307,-1.0971689310436896,5.913020225826221,1.8341881438262213,-4.078832082,False,True
b2683,ygaH,ygaH,L-valine exporter subunit YgaH,Function unknown,,P43667,2810344,2810679,+,False,False,True,True,True,True,False,False,False,,,False,True,6.950826828499999,6.204497119,0.6706104563256001,True,6.204497119,0.4523205560000001,4.8945994940646385,5.633376747972939,8.112677316000001,2.176233073,6.024973488362739,-1.278176714356357,5.936444243,1.908180197000001,-4.028264046,False,True
b2684,mprA,mprA;emrR,DNA-binding transcriptional repressor MprA,Transcription,"RpoD,MprA,Putrescine",P0ACR9,2810770,2811300,+,False,False,False,False,True,True,False,False,True,740.0,503.0,True,True,8.986696327499999,8.226816346046625,0.7106392983331247,True,8.226816346046625,0.479319640046624,7.1745463742,7.7476481438110145,10.372197749224332,4.814378372,8.18737232985576,-0.5890411492979958,5.557819377224332,2.1453814031777068,-3.4124379740466253,False,False
b2685,emrA,emrA,multidrug efflux pump membrane fusion protein EmrA,Defense mechanisms,"RpoD,MprA",P27303,2811427,2812599,+,False,False,False,False,True,True,False,False,True,25.0,227.0,True,True,6.434798144,5.685246661,0.7739274432833998,False,5.685246661,0.5220069089999999,4.432827634,5.051165180354617,6.992617555,2.50409598,5.542104171801206,-0.6619627352779278,4.488521575,1.307370894,-3.1811506809999996,False,True
b2686,emrB,emrB,multidrug efflux pump membrane subunit EmrB,Amino acid transport and metabolism,"RpoD,MprA",P0AEJ0,2812616,2814154,+,False,False,False,False,True,True,False,False,False,,,False,True,4.7551350485,4.5236401630000005,0.7216757771117996,False,4.5236401630000005,0.48676364299999975,3.3181486214,3.8911339419999997,6.331549107000001,1.736635837004436,4.378899960128262,-0.636709138226345,4.594913269995565,1.8079089440000002,-2.7870043259955644,False,True
b2687,luxS,luxS;ygaG,S-ribosylhomocysteine lyase,Nucleotide transport and metabolism,"cyaR,RpoS,UvrY",P45578,2814218,2814733,-,False,True,True,True,True,True,False,False,True,6291.5,2468.0,True,True,9.6337923255,9.346739577,0.6947440041486005,True,9.357545966,0.4677129650000005,,,11.28237304818167,2.7324524629099827,9.312303116649101,-1.0604660192371056,8.549920585271687,1.92482708218167,-6.625093503090017,False,True
b2688,gshA,gshA;gsh-I,glutamate--cysteine ligase,Coenzyme transport and metabolism,"YidZ,YddM,Putrescine",P0A6W9,2814883,2816439,-,False,False,True,True,True,True,False,False,True,375.5,734.0,True,True,8.1945084445,7.724233761,0.3429583782281993,False,7.724233761,0.23132225699999953,7.2542303360338956,7.489168641499999,9.233311874021886,5.705322316,7.716348046679614,-0.4196105179365831,3.5279895580218863,1.5090781130218867,-2.0189114449999996,False,False
b2689,yqaA,yqaA,DedA family protein YqaA,Function unknown,,P0ADR0,2816512,2816940,-,False,False,False,False,True,True,False,True,False,,,False,True,6.589038463,6.831634342,0.3394444279379995,False,6.831634342,0.2289521299999997,6.3099753614,6.5644280550000005,8.113616975906513,4.849699973,6.779882400995321,-0.6994144111262098,3.2639170029065134,1.2819826339065132,-1.9819343690000002,False,True
b2690,yqaB,yqaB,fructose-1-phosphatase,Function unknown,YgaV,P77475,2816937,2817503,-,False,False,True,True,True,True,False,False,False,31.5,,True,True,7.2200662665,6.463669782,0.4383060551184004,False,6.463669782,0.2956333840000003,5.8665257952,6.145539921000001,8.138496725860284,5.019432289,6.455330470973856,0.26609026904262756,3.119064436860284,1.6748269438602836,-1.4442374930000001,False,True
b2696,csrA,csrA;zfiA,carbon storage regulator,"Translation, ribosomal structure and biogenesis","RpoD,csrC,RpoS,ppGpp,DksA",P69913,2818961,2819146,-,True,False,False,False,True,True,False,False,True,1083.5,644.0,True,True,10.092255579500002,10.66671706,0.517010618039009,False,10.66671706,0.3487188844185951,9.984054485,10.303294535,13.825600546266212,9.204502385,10.70173969298906,0.871044982569537,4.621098161266213,3.1588834862662125,-1.4622146750000002,False,True
b2697,alaS,alaS;lovB,alanine--tRNA ligase/DNA-binding transcriptional repressor,"Translation, ribosomal structure and biogenesis","AlaS,Lrp",P00957,2819381,2822011,-,False,True,False,True,True,True,False,False,True,1720.0,2912.0,True,True,9.2325088045,8.794965368,0.4055959054704015,False,8.794965368,0.2735706903213284,8.088296589926701,8.423538186956996,9.641823748,6.521204005,8.682772208442707,-1.4204159523814466,3.120619743,0.8468583800000005,-2.2737613629999993,False,False
b2698,recX,recX;oraA,RecA inhibitor RecX,Function unknown,"RpoD,ppGpp,LexA",P33596,2822139,2822639,-,False,False,False,False,True,True,False,False,False,,,False,True,3.0290998555,3.726641551074053,0.9357891167609907,True,3.726641551074053,0.6311811120740529,2.7385857164000003,3.14988196,7.911661997,1.033412707,3.850835940639107,0.7940653009961923,6.87824929,4.1850204459259475,-2.693228844074053,False,True
b2699,recA,recA;lexB;recH;rnmB;tif;umuB;zab,DNA recombination/repair protein RecA,"Replication, recombination and repair","RpoD,LexA",P0A7G6,2822708,2823769,-,False,False,False,False,True,True,False,False,True,1746.5,2347.0,True,True,8.6022986435,8.577581921,0.3922469734133995,True,8.577581921,0.2645669589999997,8.075774188280128,8.337506516000001,11.49547678,7.229178187,8.66627163728881,1.5015910864238622,4.266298593000001,2.9178948590000005,-1.3484037340000006,False,True
b2700,pncC,pncC;ygaD,NMN aminohydrolase,Function unknown,RpoH,P0A6G3,2823849,2824346,-,False,False,True,False,True,True,False,False,False,,,False,True,6.1019003845,6.356821707000001,0.458347715897401,False,6.356821707000001,0.3091512990000007,5.3711102832,5.95554892,7.837760178,3.627777292,6.2210624570636694,-1.1586540637366352,4.209982886,1.480938470999999,-2.7290444150000006,False,False
b2701,mltB,mltB,membrane-bound lytic murein transglycosylase B,Cell wall/membrane/envelope biogenesis,YciT,P41052,2824491,2825576,-,False,False,True,True,True,True,False,False,True,22.0,157.0,True,True,5.4651192235,5.475507331,0.5646243173542504,False,5.475507331,0.3808338846312225,4.4790653252,5.075593058,7.245439018,2.60167046,5.393702995798723,-0.8345331120222853,4.643768558,1.7699316869999997,-2.8738368710000004,False,False
b2702,srlA,srlA;gutA;sbl,sorbitol-specific PTS enzyme IIC2 component,Carbohydrate transport and metabolism,"RpoD,SrlR,GutM,H-NS,Crp,spf",P56579,2825832,2826395,+,False,False,True,True,False,True,False,False,False,,,False,True,2.036347905,2.123329600677585,1.0172530239109878,True,2.159103606,0.6725001910000001,,,12.58719581,0.0,2.6041956017251016,2.387917806716197,12.58719581,10.428092204,-2.159103606,False,True
b2703,srlE,srlE;gutA;gutE,sorbitol-specific PTS enzyme IIBC1 component,Carbohydrate transport and metabolism,"RpoD,SrlR,GutM,H-NS,Crp",P56580,2826392,2827351,+,False,False,True,True,False,True,False,False,False,0.0,,True,True,2.0071499895,1.9980984679733729,0.9285248673523228,True,2.028128729,0.613351414,,,12.18683943,0.0,2.4743857735849786,2.6908784610367493,12.18683943,10.158710700999999,-2.028128729,False,True
