BNUM,GENE_NAME
b1280,EG12691
b0599,hcxA
b0599,EG12692
b0599,ECK0593
b0599,ybdH
b1813,nudL
b1813,ECK1811
b1813,yeaB
b1813,EG12693
b3060,ttdR
b3060,dan
b3060,ygiP
b3060,EG12694
b3060,ECK3050
b2895,fldB
b2895,EG12697
b2895,ECK2890
b0901,ycaK
b0901,ECK0892
b0901,EG12702
b1003,yccJ
b1003,ECK0994
b1003,EG12703
b2956,yggM
b2956,ECK2951
b2956,EG12704
b2958,yggN
b2958,ECK2953
b2958,EG12705
b2958,ecfF
b2749,ygbE
b2749,ECK2744
b2749,EG12707
b0527,ybcI
b0527,ECK0520
b0527,EG12708
b1958,yedI
b1958,ECK1956
b1958,EG12709
b1962,yedJ
b1962,EG12710
b1962,ECK1960
b2687,luxS
b2687,ygaG
b2687,ECK2681
b2687,EG12712
b1473,yddG
b1473,ECK1467
b1473,EG12713
b0173,dxr
b0173,ECK0172
b0173,EG12715
b0173,ispC
b0173,yaeM
b3068,mug
b3068,ygjF
b3068,ECK3058
b3068,EG12717
b3078,ygjI
b3078,ECK3068
b3078,EG12720
b3089,sstT
b3089,ECK3080
b3089,EG12732
b3089,ygjU
b3091,uxaA
b3091,ygjW
b3091,EG12734
b3091,ECK3082
b3093,exuT
b3093,ECK3084
b3093,EG12738
b3094,exuR
b3094,ECK3085
b3094,EG12739
b3110,cyuP
b3110,EG12754
b3110,ECK3100
b3110,dlsT
b3110,yhaO
b3127,garP
b3127,yhaU
b3127,ECK3115
b3127,EG12760
b3135,agaA
b3135,EG12766
b3135,yraA
b3135,ECK3123
b3137,kbaY
b3137,agaY
b3137,kba
b3137,EG12768
b3137,ECK3125
b3137,yraC
b3138,agaB
b3138,EG12769
b3138,ECK3126
b3138,yraD
b3139,agaC
b3139,EG12770
b3139,ECK3127
b3139,yraE
b3149,diaA
b3149,ECK3137
b3149,EG12780
b3149,yraO
b3180,yhbY
b3180,EG12794
b3180,ECK3169
b3193,mlaD
b3193,ECK3182
b3193,yrbD
b3193,EG12799
b3194,mlaE
b3194,EG12800
b3194,ECK3183
b3194,yrbE
b3195,mlaF
b3195,ECK3184
b3195,yrbF
b3195,EG12801
b3196,yrbG
b3196,EG12802
b3196,ECK3185
b0466,ybaM
b0466,ECK0460
b0466,EG12830
b3268,yhdW
b3268,EG12834
b3268,ECK3255
b3269,yhdX
b3269,EG12835
b3269,ECK3256
b3270,yhdY
b3270,EG12836
b3270,ECK3257
b3271,yhdZ
b3271,ECK3258
b3271,EG12837
b0850,ybjC
b0850,EG12842
b0850,ECK0841
b0468,ybaN
b0468,EG12843
b0468,ECK0462
b2017,yefM
b2017,ECK2012
b2017,EG12844
b2754,cas2
b2754,ygbF
b2754,EG12845
b2754,ECK2749
b2233,yfaL
b2233,yfaF
b2233,yfaK
b2233,EG12850
b2233,yfaJ
b2233,ECK2225
b0643,ybeL
b0643,ECK0636
b0643,EG12851
b1336,abgT
b1336,ECK1332
b1336,EG12853
b1336,ydaH
b0742,cpoB
b0742,ybgF
b0742,ECK0731
b0742,EG12854
b0956,matP
b0956,ECK0947
b0956,EG12855
b0956,ycbG
b2586,yfiM
b2586,EG12857
b2586,ECK2584
b1424,opgD
b1424,ydcG
b1424,yzzZ
b1424,EG12859
b1424,ECK1418
b1424,mdoD
b1853,yebK
b1853,ECK1854
b1853,EG12860
b1853,hexR(P.a.)
b1915,yecF
b1915,ECK1914
b1915,EG12861
b1426,ydcH
b1426,ECK1419
b1426,EG12865
b1831,proQ
b1831,ECK1830
b1831,EG12866
b1831,yoeC
b1831,yobE
b1831,yebJ
b0376,ampH
b0376,yaiH
b0376,ECK0371
b0376,EG12867
b1273,yciN
b1273,EG12868
b1273,ECK1267
b1322,ycjF
b1322,EG12870
b1322,ECK1318
b0412,yajI
b0412,EG12874
b0412,ECK0406
b0772,ybhC
b0772,ECK0761
b0772,EG12875
b0969,tusE
b0969,yccK
b0969,ECK0960
b0969,EG12876
b1154,ycfK
b1154,ECK1140
b1154,EG12877
b1154,stfP
b2910,zapA
b2910,ECK2905
b2910,ygfE
b2910,EG12878
b0528,ybcJ
b0528,ECK0521
b0528,EG12879
b2604,dgcN
b2604,EG12880
b2604,yfiN
b2604,ECK2601
b2238,yfaH
b2238,EG12881
b2238,ECK2230
b2988,gss
b2988,gsp
b2988,ECK2982
b2988,EG12882
b2987,pitB
b2987,ECK2981
b2987,EG12883
b3352,yheS
b3352,ECK3340
b3352,EG12903
b3370,frlA
b3370,yhfM
b3370,ECK3358
b3370,EG12908
b3410,feoC
b3410,EG12933
b3410,yhgG
b3410,ECK3397
b2388,glk
b2388,ECK2384
b2388,EG12957
b1386,tynA
b1386,feaA
b1386,EG13139
b1386,maoA
b1386,ECK1383
b2406,xapB
b2406,EG13159
b2406,ECK2400
b2364,dsdC
b2364,EG13161
b2364,ECK2360
b2775,yqcE
b2775,yqcF
b2775,ECK2769
b2775,EG13174
b0445,ybaE
b0445,EG13217
b0445,ECK0439
b0731,mngA
b0731,frx
b0731,EG13235
b0731,ECK0719
b0731,hrsA
b0732,mngB
b0732,ybgG
b0732,ECK0720
b0732,EG13236
b1993,cobU
b1993,EG13238
b1993,ECK1988
b0875,aqpZ
b0875,ECK0866
b0875,bniP
b0875,EG13270
b2367,emrY
b2367,ECK2363
b2367,EG13283
b3528,dctA
b3528,ECK3513
b3528,EG20044
b4477,dgoA
b4477,yidU
b4477,EG20049
b4477,ECK3685
b4477,b3692
b3693,dgoK
b3693,yidV
b3693,ECK3686
b3693,EG20051
b3691,dgoT
b3691,EG20053
b3691,ECK3683
b3691,yidT
b2976,glcB
b2976,glc
b2976,ECK2970
b2976,EG20080
b3608,gpsA
b3608,ECK3598
b3608,EG20091
b0125,hpt
b0125,ECK0124
b0125,EG20098
b3350,kefB
b3350,EG20110
b3350,ECK3338
b3350,trkB
b2297,pta
b2297,ECK2291
b2297,EG20173
b4323,uxuB
b4323,ECK4314
b4323,EG20248
b4324,uxuR
b4324,EG20249
b4324,ECK4315
b3566,xylF
b3566,xylT
b3566,ECK3555
b3566,EG20252
b3569,xylR
b3569,ECK3558
b3569,EG20253
b2675,nrdE
b2675,ECK2669
b2675,EG20257
b3853,alaT
b3853,ECK3845
b3853,EG30008
b3853,talA
b3276,alaU
b3276,EG30009
b3276,ECK3263
b3276,talD
b0203,alaV
b0203,ECK0203
b0203,EG30010
b2397,alaW
b2397,ECK2391
b2397,alaWalpha
b2397,EG30011
b2396,alaX
b2396,ECK2390
b2396,EG30012
b2396,alaWbeta
b2691,argQ
b2691,argVdelta
b2691,ECK2686
b2691,EG30013
b0536,argU
b0536,EG30014
b0536,ECK0529
b0536,dnaY
b0536,pin
b2694,argV
b2694,ECK2689
b2694,argValpha
b2694,EG30015
b2348,argW
b2348,EG30016
b2348,ECK2342
b3796,argX
b3796,EG30017
b3796,ECK3789
b2693,argY
b2693,ECK2688
b2693,argVbeta
b2693,EG30018
b2692,argZ
b2692,argVgamma
b2692,ECK2687
b2692,EG30019
b1977,asnT
b1977,ECK1973
b1977,EG30020
b1986,asnU
b1986,EG30021
b1986,ECK1981
b1989,asnV
b1989,ECK1984
b1989,EG30022
b3760,aspT
b3760,ECK3754
b3760,EG30023
b3760,tasC
b0206,aspU
b0206,EG30024
b0206,ECK0206
b0216,aspV
b0216,ECK0216
b0216,EG30025
b0455,ffs
b0455,ECK0449
b0455,EG30027
b0670,glnU
b0670,EG30028
b0670,ECK0659
b0670,trnA
b0670,supB
b0670,glnUalpha
b0665,glnV
b0665,Su2
b0665,EG30029
b0665,ECK0656
b0665,supE
b0665,glnValpha
b0665,suII
b0668,glnW
b0668,glnUbeta
b0668,glnU-beta
b0668,ECK0658
b0668,EG30030
b0664,glnX
b0664,ECK0655
b0664,EG30031
b0664,glnVbeta
b0664,glnV-beta
b0664,supE
b3969,gltT
b3969,tgtB
b3969,ECK3961
b3969,EG30032
b3757,gltU
b3757,ECK3751
b3757,EG30033
b3757,tgtC
b4008,gltV
b4008,EG30034
b4008,ECK4000
b4008,tgtE
b2590,gltW
b2590,EG30035
b2590,ECK2588
b3978,glyT
b3978,ECK3969
b3978,supA36
b3978,sup15B
b3978,sumA
b3978,EG30036
b2864,glyU
b2864,EG30037
b2864,sumB
b2864,sumA
b2864,sufD
b2864,suA36
b2864,supT
b2864,ECK2860
b4163,glyV
b4163,ECK4159
b4163,suA78
b4163,suA58
b4163,mutA
b4163,ins
b4163,glyValpha
b4163,EG30038
b1911,glyW
b1911,suA78
b1911,EG30039
b1911,ECK1910
b1911,suA58
b1911,mutC
b1911,ins
b4164,glyX
b4164,ECK4160
b4164,EG30040
b4164,glyVbeta
b4165,glyY
b4165,EG30041
b4165,glyVgamma
b4165,ECK4161
b3797,hisR
b3797,EG30042
b3797,ECK3790
b3797,hisT
b3852,ileT
b3852,EG30043
b3852,ECK3844
b3852,tilA
b3277,ileU
b3277,EG30044
b3277,ECK3264
b3277,tilD
b0202,ileV
b0202,EG30045
b0202,ECK0202
b3069,ileX
b3069,EG30046
b3069,ECK3059
b4369,leuP
b4369,EG30047
b4369,ECK4360
b4369,leuVbeta
b4369,leuV-beta
b4370,leuQ
b4370,leuVgamma
b4370,EG30048
b4370,ECK4361
b3798,leuT
b3798,ECK3791
b3798,EG30049
b3174,leuU
b3174,ECK3163
b3174,EG30050
b4368,leuV
b4368,EG30051
b4368,leuValpha
b4368,ECK4359
b0672,leuW
b0672,EG30052
b0672,ECK0660
b0672,feeB
b4270,leuX
b4270,Su-6
b4270,supP
b4270,EG30053
b4270,ECK4263
b1909,leuZ
b1909,EG30054
b1909,ECK1908
b0743,lysT
b0743,lysTalpha
b0743,Su[beta]
b0743,EG30055
b0743,supG
b0743,ECK0732
b0743,supL
b0743,sua
b2404,lysV
b2404,ECK2398
b2404,EG30056
b2404,supN
b0745,lysW
b0745,lysT-beta
b0745,lysTbeta
b0745,EG30057
b0745,ECK0734
b0745,su
b0673,metT
b0673,metTalpha
b0673,ECK0661
b0673,EG30058
b0666,metU
b0666,metTbeta
b0666,ECK0657
b0666,metT-beta
b0666,EG30059
b2816,metV
b2816,ECK2812
b2816,EG30060
b2816,metZb
b2816,metZ-&beta;
b2816,metX
b2816,metZbeta
b3171,metY
b3171,ECK3160
b3171,EG30061
b2814,metZ
b2814,ECK2810
b2814,EG30062
b2814,metZalpha
b4439,micF
b4439,EG30063
b4439,ECK2208
b4439,stc
b4134,pheU
b4134,EG30064
b4134,ECK4128
b4134,pheR
b4134,pheW
b2967,pheV
b2967,EG30065
b2967,pheC
b2967,ECK2962
b3545,proK
b3545,ECK3532
b3545,proV
b3545,EG30066
b2189,proL
b2189,proW
b2189,ECK2183
b2189,EG30067
b3799,proM
b3799,proU
b3799,EG30068
b3799,ECK3792
b3123,rnpB
b3123,EG30069
b3123,ECK3111
b3855,rrfA
b3855,EG30070
b3855,ECK3847
b3971,rrfB
b3971,ECK3963
b3971,EG30071
b3759,rrfC
b3759,ECK3753
b3759,EG30072
b3274,rrfD
b3274,ECK3261
b3274,EG30073
b4010,rrfE
b4010,ECK4002
b4010,EG30074
b2588,rrfG
b2588,ECK2586
b2588,EG30075
b0205,rrfH
b0205,EG30076
b0205,ECK0205
b3854,rrlA
b3854,ECK3846
b3854,EG30077
b3970,rrlB
b3970,ECK3962
b3970,EG30078
b3758,rrlC
b3758,ECK3752
b3758,EG30079
b3275,rrlD
b3275,EG30080
b3275,ECK3262
b4009,rrlE
b4009,EG30081
b4009,ECK4001
b2589,rrlG
b2589,ECK2587
b2589,EG30082
b0204,rrlH
b0204,EG30083
b0204,ECK0204
b3851,rrsA
b3851,EG30084
b3851,ECK3843
b3968,rrsB
b3968,ECK3960
b3968,EG30085
b3756,rrsC
b3756,ECK3750
b3756,EG30086
b3278,rrsD
b3278,ECK3265
b3278,EG30087
b4007,rrsE
b4007,ECK3999
b4007,EG30088
b2591,rrsG
b2591,EG30089
b2591,ECK2589
b0201,rrsH
b0201,ECK0201
b0201,EG30090
b3272,rrfF
b3272,EG30091
b3272,rrvD
b3272,rrfDbeta
b3272,ECK3259
b3658,selC
b3658,fdhC
b3658,EG30092
b3658,ECK3648
b0971,serT
b0971,ECK0962
b0971,EG30093
b0971,divE
b1975,serU
b1975,EG30094
b1975,supD
b1975,su1
b1975,ECK1971
b1975,supH
b1975,Su-1
b1975,ftsM
b2695,serV
b2695,ECK2690
b2695,supD
b2695,EG30095
b0883,serW
b0883,ECK0874
b0883,EG30096
b1032,serX
b1032,EG30097
b1032,ECK1018
b3864,spf
b3864,ECK3856
b3864,EG30098
b2911,ssrS
b2911,ssr
b2911,ECK2906
b2911,EG30099
b2621,ssrA
b2621,EG30100
b2621,sipB
b2621,ECK2617
b3979,thrT
b3979,ECK3970
b3979,EG30101
b3976,thrU
b3976,EG30102
b3976,ECK3967
b3273,thrV
b3273,ECK3260
b3273,EG30103
b0244,thrW
b0244,ECK0245
b0244,EG30104
b3761,trpT
b3761,ECK3755
b3761,EG30105
b3761,su8
b3761,su9
b3761,supU
b3761,supV
b3761,su7
b1231,tyrT
b1231,EG30106
b1231,ECK1226
b1231,supC
b1231,suIII
b1231,su(c)
b1231,Su-3
b1231,Su-4
b1231,tyrTalpha
b1231,supFsupO
b3977,tyrU
b3977,supZ
b3977,supM
b3977,sup15B
b3977,EG30107
b3977,ECK3968
b1230,tyrV
b1230,ECK1225
b1230,EG30108
b1230,tyrTbeta
b0744,valT
b0744,EG30109
b0744,ECK0733
b0744,valTa
b0744,valTalpha
b2401,valU
b2401,ECK2395
b2401,EG30110
b2401,valUalpha
b1665,valV
b1665,EG30111
b1665,ECK1661
b1666,valW
b1666,EG30112
b1666,ECK1662
b2402,valX
b2402,ECK2396
b2402,EG30113
b2402,valUbeta
b2402,valU-beta
b2403,valY
b2403,valUgamma
b2403,ECK2397
b2403,EG30114
b1574,dicF
b1574,ECK1568
b1574,EG31115
b4458,oxyS
b4458,EG31116
b4458,ECK3952
b2815,metW
b2815,ECK2811
b2815,EG31117
b3186,rplU
b3186,EG50001
b3186,ECK3175
b3185,rpmA
b3185,EG50002
b3185,rpz
b3185,ECK3174
b1094,acpP
b1094,EG50003
b1094,ECK1080
b0953,rmf
b0953,ECK0944
b0953,rimF
b0953,res
b0953,EG50004
b0578,nfsB
b0578,ECK0570
b0578,EG50005
b0578,nfnB
b0578,dprA
b0578,ntr
b2441,eutB
b2441,ECK2436
b2441,EG50006
b2440,eutC
b2440,ECK2435
b2440,EG50007
b4236,cybC
b4236,cytochrome b562
b4236,EG50008
b4236,ECK4231
b3517,gadA
b3517,ECK3502
b3517,gadS
b3517,EG50009
b0356,frmA
b0356,ECK0353
b0356,EG50010
b0356,adhC
b3177,folP
b3177,dhpS
b3177,EG50011
b3177,ECK3166
b4410,ecnA
b4410,G0-41
b4410,ECK4142
b4467,glcF
b4467,G0-8601
b4467,b2978
b4467,yghL
b4467,gox
b4467,ECK2972
b4408,csrB
b4408,G0-8785
b4408,ECK2787
b4418,sraB
b4418,ECK1073
b4418,G0-8862
b4418,psrA4
b4418,pke20
b4418,psrD
b4431,rprA
b4431,G0-8863
b4431,psrA5
b4431,IS083
b4431,ECK1686
b4432,ryeA
b4432,ECK1838
b4432,IS091
b4432,tkpe79
b4432,psrA8
b4432,G0-8865
b4432,sraC
b4442,micA
b4442,ECK2682
b4442,G0-8866
b4442,psrA10
b4442,sraD
b4443,gcvB
b4443,psrA11
b4443,IS145
b4443,ECK2804
b4443,G0-8867
b4444,omrA
b4444,G0-8868
b4444,sraE
b4444,ECK2833
b4444,t59
b4444,PAIR2a
b4444,rygA
b4444,psrA12
b4448,sraF
b4448,IS160
b4448,G0-8869
b4448,ECK3078
b4448,psrA14
b4448,psrN
b4448,tpk1
b4449,sraG
b4449,p3
b4449,psrO
b4449,G0-8870
b4449,psrA15
b4449,ECK3153
b4450,arcZ
b4450,psrA16
b4450,sraH
b4450,ryhA
b4450,ECK3199
b4450,G0-8871
b4451,ryhB
b4451,IS176
b4451,psrA18
b4451,sraI
b4451,G0-8872
b4451,ECK3426
b4456,glmZ
b4456,G0-8873
b4456,ECK3795
b4456,k19
b4456,sraJ
b4456,psrA20
b4456,ryiA
b4457,csrC
b4457,sraK
b4457,psrA21
b4457,ryiB
b4457,tpk2
b4457,G0-8874
b4457,ECK3858
b4457,IS198
b4459,ryjA
b4459,ECK4056
b4459,G0-8875
b4459,psrA24
b4459,sraL
b4430,rydB
b4430,ECK1681
b4430,tpe7
b4430,G0-8876
b4430,IS082
b4438,cyaR
b4438,G0-8878
b4438,ECK2078
b4438,ryeE
b4440,ryfA
b4440,PAIR3b
b4440,tp1
b4440,ECK2518
b4440,G0-8879
b4417,rybB
b4417,p25
b4417,G0-8880
b4417,ECK0837
b4416,rybA
b4416,G0-8881
b4416,ECK0806
b4445,omrB
b4445,G0-8882
b4445,ECK2834
b4445,rygB
b4445,t59
b4445,PAIR2b
b4433,sdsR
b4433,G0-8883
b4433,ECK1839
b4433,ryeB
b4433,tkpe79
b4436,sibA
b4436,ECK2068
b4436,G0-8884
b4436,QUAD1a
b4436,tp11
b4436,ryeC
b4437,sibB
b4437,G0-8885
b4437,tpe60
b4437,QUAD1b
b4437,ryeD
b4437,ECK2069
b4446,sibC
b4446,G0-8886
b4446,ECK2908
b4446,rygC
b4446,t27
b4446,QUAD1c
b4598,yncL
b4598,G0-8887
b4598,ECK4408
b4606,ypfM
b4606,ECK4415
b4606,G0-8888
b4595,yciY
b4595,ECK4405
b4595,G0-8891
b4599,mgtS
b4599,G0-8892
b4599,ECK4409
b4599,yneM
b4414,tff
b4414,t44
b4414,ECK0167
b4414,G0-8895
b4806,C0293
b4806,G0-8897
b4806,ECK4663
b4426,mcaS
b4426,isrA
b4426,IS061
b4426,G0-8899
b4426,ECK1336
b4743,ynaL
b4743,C0343
b4743,G0-8900
b4743,ECK4600
b4427,micC
b4427,G0-8901
b4427,ECK1373
b4427,IS063
b4427,tke8
b4434,isrB
b4434,ECK1902
b4434,G0-8904
b4434,IS092
b4435,isrC
b4435,G0-8905
b4435,ECK1992
b4435,IS102
b4441,glmY
b4441,ECK2554
b4441,G0-8910
b4441,sroF
b4441,tke1
b4447,sibD
b4447,QUAD1d
b4447,G0-8913
b4447,IS156
b4447,tp8
b4447,C0730
b4447,rygD
b4447,ECK3041
b4452,gadY
b4452,G0-8914
b4452,ECK3500
b4452,IS183
b4453,ldrD
b4453,ECK3524
b4453,G0-9041
b4454,rdlD
b4454,ECK3525
b4454,G0-9042
b4526,ydaE
b4526,ECK1349
b4526,G0-9081
b4539,yoeB
b4539,G0-9121
b4539,ECK2011
b4762,sroA
b4762,tpe79
b4762,ECK4619
b4762,G0-9381
b4585,chiX
b4585,sroB
b4585,rybC
b4585,micM
b4585,ECK4396
b4585,G0-9382
b4763,sroC
b4763,ECK4620
b4763,G0-9383
b4763,HB_314
b4761,sroE
b4761,k20
b4761,G0-9385
b4761,ECK4618
b4691,sroH
b4691,ECK4505
b4691,G0-9388
b2320,pdxB
b2320,G0-9461
b2320,usg-2
b2320,ECK2314
b4487,yjdP
b4487,G0-9541
b4487,ECK4084
b4409,blr
b4409,ECK1620
b4409,G0-9561
b4411,ecnB
b4411,ECK4143
b4411,yjeU
b4411,G0-9562
b4412,hokC
b4412,G0-9563
b4412,gef
b4412,ECK0017
b4413,sokC
b4413,sof
b4413,G0-9581
b4413,ECK0019
b4415,hokE
b4415,G0-9582
b4415,ECK0574
b4415,ybdY
b4419,ldrA
b4419,G0-9602
b4419,ECK1204
b4420,rdlA
b4420,G0-9603
b4420,ECK1205
b4421,ldrB
b4421,ECK1206
b4421,G0-9605
b4422,rdlB
b4422,G0-9606
b4422,ECK1207
b4423,ldrC
b4423,ECK1208
b4423,G0-9607
b4424,rdlC
b4424,ECK1209
b4424,G0-9608
b4425,rttR
b4425,ECK1223
b4425,rtT
b4425,G0-9609
b4428,hokB
b4428,ydcB
b4428,ECK1412
b4428,G0-9610
b4429,sokB
b4429,G0-9611
b4429,ECK1414
b4455,hokA
b4455,yiaZ
b4455,ECK3544
b4455,G0-9613
b4501,torI
b4501,ECK2359
b4501,G0-9621
b4517,gnsA
b4517,sfa
b4517,ECK0982
b4517,yccL
b4517,G0-9662
b4577,sgrS
b4577,G0-9941
b4577,ryaA
b4577,ECK0071
b4617,tisA
b4617,ysdA
b4617,G0-9961
b4617,ECK4426
b4618,tisB
b4618,ECK4427
b4618,ysdB
b4618,G0-9962
b4613,dinQ
b4613,ECK4422
b4613,G0-9981
b4407,thiS
b4407,thiG1
b4407,ECK3983
b4407,G1
b0424,yajL
b0424,thiJ
b0424,G198
b0424,ECK0418
b1292,sapC
b1292,ECK1287
b1292,G2000
b1293,sapB
b1293,G2001
b1293,ECK1288
b1294,sapA
b1294,ECK1289
b1294,G2002
b1072,flgA
b1072,G357
b1072,ECK1057
b1072,flaU
b1073,flgB
b1073,ECK1058
b1073,flbA
b1073,G358
b1074,flgC
b1074,ECK1059
b1074,flaW
b1074,G359
b3081,fadH
b3081,G36
b3081,ECK3071
b3081,ygjL
b1075,flgD
b1075,ECK1060
b1075,flaV
b1075,G360
b1076,flgE
b1076,G361
b1076,ECK1061
b1076,flaK
b1077,flgF
b1077,G362
b1077,ECK1062
b1077,flaX
b1078,flgG
b1078,flaL
b1078,ECK1063
b1078,G363
b1079,flgH
b1079,flaY
b1079,ECK1064
b1079,G364
b1080,flgI
b1080,flaM
b1080,ECK1065
b1080,G365
b1081,flgJ
b1081,G366
b1081,ECK1066
b1081,flaZ
b1071,flgM
b1071,ECK1056
b1071,G369
b1879,flhA
b1879,flaH
b1879,ECK1880
b1879,G370
b4406,yaeP
b4406,G372
b4406,ECK0189
b1941,fliI
b1941,G377
b1941,ECK1939
b1941,flaC
b1941,fla
b1941,flaAIII
b1942,fliJ
b1942,G378
b1942,ECK1940
b1942,flaO
b1943,fliK
b1943,flaE
b1943,ECK1941
b1943,G379
b3224,nanT
b3224,ECK3213
b3224,G436
b2901,bglA
b2901,ECK2896
b2901,G495
b2901,yqfC
b2901,bglD
b0459,maa
b0459,ylaD
b0459,ECK0453
b0459,G58
b1380,ldhA
b1380,G592
b1380,hslI
b1380,hslF
b1380,htpH
b1380,ECK1377
b0005,yaaX
b0005,ECK0005
b0005,G6081
b0011,yaaW
b0011,G6082
b0011,ECK0011
b0016,insL1
b0016,G6083
b0016,ECK0016
b0016,yi81-1
b0017,yi82_1
b0017,G6084
b0021,insB1
b0021,G6085
b0021,ECK0022
b0022,insA1
b0022,ECK0023
b0022,G6086
b0024,yaaY
b0024,G6087
b0024,ECK0025
b0034,caiF
b0034,G6088
b0034,ECK0035
b0100,G6089
b0105,G6090
b0165,G6091
b0174,ispU
b0174,uppS
b0174,rth
b0174,ECK0173
b0174,G6092
b0174,yaeS
b0177,bamA
b0177,ecfK
b0177,yzzN
b0177,yaeT
b0177,yzzY
b0177,ECK0176
b0177,G6093
b0186,ldcC
b0186,ldcH
b0186,ldc
b0186,ECK0185
b0186,G6094
b0187,yaeR
b0187,G6095
b0187,ECK0186
b0188,tilS
b0188,G6096
b0188,ECK0187
b0188,yaeN
b0188,mesJ
b0189,rof
b0189,ECK0188
b0189,yaeO
b0189,G6097
b0190,yaeQ
b0190,G6098
b0190,ECK0190
b0212,gloB
b0212,G6099
b0212,yafR
b0212,ECK0212
b0213,yafS
b0213,G6100
b0213,ECK0213
b0217,yafT
b0217,ECK0217
b0217,G6101
b0218,yafU
b0218,ECK0218
b0218,G6102
b0219,yafV
b0219,G6103
b0219,ECK0220
b0220,ivy
b0220,G6104
b0220,ykfE
b0220,ECK0221
b0221,fadE
b0221,yafH
b0221,ECK0222
b0221,G6105
b0222,gmhA
b0222,ECK0223
b0222,G6106
b0222,yafI
b0222,tfrA
b0222,lpcA
b0223,yafJ
b0223,ECK0224
b0223,G6107
b0224,dpaA
b0224,ECK0225
b0224,G6108
b0224,yafK
b0224,ldtF
b0225,yafQ
b0225,ECK0226
b0225,G6109
b0226,dinJ
b0226,sosA
b0226,ECK0227
b0226,G6110
b0227,yafL
b0227,ECK0228
b0227,G6111
b0228,rayT
b0228,G6112
b0228,ECK0229
b0228,yafM
b0229,lfhA
b0229,G6113
b0229,ECK0230
b0229,fhiA
b0230,lafU
b0230,ECK0231
b0230,G6114
b0230,mbhA
b0231,dinB
b0231,dinP
b0231,ECK0232
b0231,G6115
b0232,yafN
b0232,G6116
b0232,ECK0233
b0233,yafO
b0233,ECK0234
b0233,G6117
b0234,yafP
b0234,ECK0235
b0234,G6118
b0235,ykfJ
b0235,ECK0236
b0235,G6119
b0245,ykfI
b0245,ECK0246
b0245,G6120
b0246,yafW
b0246,G6121
b0246,ECK0247
b0247,ykfG
b0247,ECK0249
b0247,G6122
b0248,yafX
b0248,G6123
b0248,ECK0250
b0249,ykfF
b0249,ECK0251
b0249,G6124
b0250,ykfB
b0250,ECK0252
b0250,G6125
b0251,yafY
b0251,ECK0253
b0251,G6126
b0252,yafZ
b0252,G6127
b0252,ECK0254
b0253,ykfA
b0253,ECK0255
b0253,G6128
b0254,perR
b0254,ECK0256
b0254,G6129
b0255,insN
b0255,yi91a
b0255,b0257
b0255,G6130
b0255,ECK0257
b0255,b4587
b0256,insI1
b0256,G6131
b0256,ECK0258
b0256,tra8-1
b0258,ykfC
b0258,G6133
b0258,ECK0260
b0259,insH1
b0259,trs5-1
b0259,trs5
b0259,yi52_1
b0259,ECK0261
b0259,G6134
b0260,mmuP
b0260,G6135
b0260,ECK0262
b0260,ykfD
b0261,mmuM
b0261,G6136
b0261,yagD
b0261,ECK0263
b0263,afuB
b0263,ECK0265
b0263,G6137
b0263,fbpB
b0264,insB2
b0264,ECK0022
b0264,G6138
b0265,insA2
b0265,G6139
b0265,ECK0023
b0268,yagE
b0268,ECK0269
b0268,G6140
b0269,yagF
b0269,ECK0270
b0269,G6141
b0270,yagG
b0270,ECK0271
b0270,G6142
b0271,yagH
b0271,ECK0272
b0271,G6143
b0272,xynR
b0272,yagI
b0272,G6144
b0272,ECK0273
b0274,insB3
b0274,G6145
b0274,ECK0022
b0275,insA3
b0275,ECK0023
b0275,G6146
b0276,yagJ
b0276,G6147
b0276,ECK0275
b0277,yagK
b0277,ECK0276
b0277,G6148
b0278,yagL
b0278,G6149
b0278,ECK0277
b0279,yagM
b0279,G6150
b0279,ECK0278
b0280,yagN
b0280,G6151
b0280,ECK0279
b0281,intF
b0281,G6152
b0281,ECK0280
b0281,yagO
b0282,yagP
b0282,G6153
b0282,ykgT
b0282,b4695
b0282,ECK0281
b0283,paoD
b0283,yagQ
b0283,ECK0282
b0283,G6154
b0284,paoC
b0284,G6155
b0284,yagR
b0284,ECK0283
b0285,paoB
b0285,yagS
b0285,ECK0284
b0285,G6156
b0286,paoA
b0286,yagT
b0286,ECK0285
b0286,G6157
b0287,yagU
b0287,ECK0286
b0287,G6158
b0288,ykgJ
b0288,G6159
b0288,ECK0287
b0289,ecpE
b0289,matF
b0289,yagV
b0289,G6160
b0289,ECK0288
b0290,ecpD
b0290,matE
b0290,yagW
b0290,ECK0289
b0290,G6161
b0291,ecpC
b0291,matD
b0291,ECK0290
b0291,G6162
b0291,yagX
b0292,ecpB
b0292,ECK0291
b0292,G6163
b0292,matC
b0292,yagY
b0293,ecpA
b0293,G6164
b0293,yagZ
b0293,matB
b0293,ECK0292
b0294,matA
b0294,ECK0293
b0294,G6165
b0294,ykgK
b0294,ecpR
b0295,ykgL
b0295,ECK0294
b0295,G6166
b0296,ykgM
b0296,ECK0296
b0296,G6167
b0298,insE1
b0298,ECK0298
b0298,G6168
b0299,insF1
b0299,G6169
b0299,tra5-5
b0299,ECK0299
b0300,ykgA
b0300,ECK0300
b0300,G6170
b0301,rclC
b0301,ykgB
b0301,ECK0301
b0301,G6171
